id|trad|simp|jyutping
10907|某日|某日|mau5 jat6
10908|某某人|某某人|mau5 mau5 jan4
10909|柑|柑|gam1
10910|柑咁大個鼻|柑咁大个鼻|gam1 gam3 daai6 go3 bei6
10911|柑桔|柑桔|gam1 gat1
10912|柒|柒|cat1
10913|柒頭|柒头|cat6 tau4
10914|柒頭皮|柒头皮|cat6 tau4 pei4
10915|染污|染污|jim5 wu1
10916|染缸|染缸|jim5 gong1
10917|柔軟|柔软|jau4 jyun5
10918|柚皮|柚皮|jau2 pei4
10919|查問|查问|caa4 man6
10920|查字典|查字典|caa4 zi6 din2
10921|查家宅|查家宅|caa4 gaa1 zaak6
10922|查實|查实|caa4 sat6
10923|查對|查对|caa4 deoi3
10924|查揦|查揦|caa4 laa2
10925|查收|查收|caa4 sau1
10926|查良鏞|查良镛|caa4 loeng4 jung4
10927|柬帖|柬帖|gaan2 tip3
10928|柯|柯|o1
10929|柯佬|柯佬|o1 lou2
10930|柯士甸|柯士甸|o1 si6 din6
10931|柯士甸道|柯士甸道|o1 si6 din6 dou6
10932|柯打|柯打|o1 daa2
10933|柴台|柴台|caai4 toi4
10934|柴灣|柴湾|caai4 waan1
10935|柴魚|柴鱼|caai4 jyu4
10936|校友會|校友会|haau6 jau5 wui2
10937|校味|校味|gaau3 mei6
10938|校址|校址|haau6 zi2
10939|校奶|校奶|gaau3 naai5
10940|校工|校工|haau6 gung1
10941|校巴|校巴|haau6 baa1
10942|校方|校方|haau6 fong1
10943|校色|校色|gaau3 sik1
10944|校鐘|校钟|gaau3 zung1
10945|校風|校风|haau6 fung1
10946|核子彈|核子弹|hat6 zi2 daan2
10947|核子武器|核子武器|hat6 zi2 mou5 hei3
10948|核心|核心|hat6 sam1
10949|核戰爭|核战争|hat6 zin3 zang1
10950|核數|核数|hat6 sou3
10951|核數師|核数师|hat6 sou3 si1
10952|核潛艇|核潜艇|hat6 cim4 teng5
10953|核爆|核爆|hat6 baau3
10954|核突|核突|wat6 dat6
10955|核蛋白|核蛋白|hat6 daan2 baak6
10956|核融合|核融合|hat6 jung4 hap6
10957|根|根|gan1
10958|根數|根数|gan1 sou3
10959|根本上|根本上|gan1 bun2 soeng6
10960|根苗|根苗|gan1 miu4
10961|格|格|gaak3
10962|格仔|格仔|gaak3 zai2
10963|格仔紙|格仔纸|gaak3 zai2 zi2
10964|格仔餅|格仔饼|gaak3 zai2 beng2
10965|格價|格价|gaak3 gaa3
10966|格劍|格剑|gaak3 gim3
10967|格外|格外|gaak3 ngoi6
10968|格殺勿論|格杀勿论|gaak3 saat3 mat6 leon6
10969|桀紂|桀纣|git6 zau6
10970|桀驁不馴|桀骜不驯|git6 ngou4 bat1 seon4
10971|桂冠|桂冠|gwai3 gun1
10972|桂味|桂味|gwai3 mei2
10973|桂圓肉|桂圆肉|gwai3 jyun4 juk6
10974|桂木|桂木|gwai3 muk6
10975|桂林埕|桂林埕|gwai3 lam4 cing4
10976|桂林相思|桂林相思|gwai3 lam4 soeng1 si1
10977|桂花糖|桂花糖|gwai3 faa1 tong2
10978|桂花蟬|桂花蝉|gwai3 faa1 sim4
10979|桂花魚|桂花鱼|gwai3 faa1 jyu4
10980|桃李|桃李|tou4 lei5
10981|桃李滿天下|桃李满天下|tou4 lei5 mun5 tin1 haa6
10982|桃紅色|桃红色|tou4 hung4 sik1
10983|桃花|桃花|tou4 faa1
10984|框|框|kwaang1
10985|案|案|on3
10986|桌球檯|桌球台|coek3 kau4 toi2
10987|桐油埕|桐油埕|tung4 jau4 cing4
10988|桐油灰|桐油灰|tung4 jau4 fui1
10989|桑|桑|song1
10990|桑榆暮景|桑榆暮景|song1 jyu4 mou6 ging2
10991|梁|梁|loeng4
10992|梁啓超|梁启超|loeng4 kai2 ciu1
10993|梁國雄|梁国雄|loeng4 gwok3 hung4
10994|梁宗岱|梁宗岱|loeng4 zung1 doi6
10995|梁家輝|梁家辉|loeng4 gaa1 fai1
10996|梁小冰|梁小冰|loeng4 siu2 bing1
10997|梁山伯|梁山伯|loeng4 saan1 baak3
10998|梁山伯與祝英台|梁山伯与祝英台|loeng4 saan1 baak3 jyu5 zuk1 jing1 toi4
10999|梁振邦|梁振邦|loeng4 zan3 bong1
11000|梁朝偉|梁朝伟|loeng4 ciu4 wai5
11001|梁漢文|梁汉文|loeng4 hon3 man4
11002|梁詠琪|梁咏琪|loeng4 wing6 kei4
11003|梁錦松|梁锦松|loeng4 gam2 cung4
11004|梁靖琪|梁靖琪|loeng4 zing6 kei4
11005|梅乾|梅乾|mui4 gon1
11006|梅窩|梅窝|mui4 wo1
11007|梅艷芳|梅艳芳|mui4 jim6 fong1
11008|梅花園站|梅花园站|mui4 faa1 jyun2 zaam6
11009|梅花間竹|梅花间竹|mui4 faa1 gaan3 zuk1
11010|梅菜|梅菜|mui4 coi3
11011|梅菜扣肉|梅菜扣肉|mui4 coi3 kau3 juk6
11012|梅酌|梅酌|mui4 zoek3
11013|梅開二度|梅开二度|mui4 hoi1 ji6 dou6
11014|梗|梗|gang2
11015|梗係|梗系|gang2 hai6
11016|梗房|梗房|gang2 fong2
11017|梗有|梗有|gang2 jau5
11018|梗板|梗板|gang2 baan2
11019|梗頸|梗颈|gang2 geng2
11020|梘|枧|gaan2
11021|梘水|枧水|gaan2 seoi2
11022|梘水粽|枧水粽|gaan2 seoi2 zung2
11023|梘液|枧液|gaan2 jik6
11024|梘粉|枧粉|gaan2 fan2
11025|條|条|tiu4
11026|條令|条令|tiu4 ling6
11027|條命|条命|tiu4 meng6
11028|條命凍過水|条命冻过水|tiu4 meng6 dung3 gwo3 seoi2
11029|條女|条女|tiu4 neoi2
11030|條條揈|条条轰|tiu4 tiu4 fang4
11031|條氣唔順|条气唔顺|tiu4 hei3 m4 seon6
11032|條氣順晒|条气顺晒|tiu4 hei3 seon6 saai3
11033|梢頭|梢头|saau1 tau4
11034|梧桐山|梧桐山|ng4 tung4 saan1
11035|梨園|梨园|lei4 jyun4
11036|梫|梫|cam1
11037|梭仔|梭仔|so1 zai2
11038|梭心|梭心|so1 sam1
11039|梯屋|梯屋|tai1 uk1
11040|械劫|械劫|haai6 gip3
11041|梳|梳|so1
11042|梳乎|梳乎|so1 fu4
11043|梳乎厘|梳乎厘|so1 fu4 lei4
11044|梳刷|梳刷|so1 saat3
11045|梳化|梳化|so1 faa2
11046|梳化床|梳化床|so1 faa3 cong4
11047|梳化椅|梳化椅|so1 faa2 ji2
11048|梳士巴利道|梳士巴利道|so1 si6 baa1 lei6 dou6
11049|梳打|梳打|so1 daa2
11050|梳打水|梳打水|so1 daa2 seoi2
11051|梳打粉|梳打粉|so1 daa2 fan2
11052|梳打餅|梳打饼|so1 daa2 beng2
11053|梳菜|梳菜|so1 coi3
11054|梳起|梳起|so1 hei2
11055|梵谷|梵谷|faan4 guk1
11056|棄權票|弃权票|hei3 kyun4 piu3
11057|棄養|弃养|hei3 joeng5
11058|棉紡|棉纺|min4 fong2
11059|棉紡廠|棉纺厂|min4 fong2 cong2
11060|棉絨|棉绒|min4 jung2
11061|棉緊身|棉紧身|min4 gan2 san1
11062|棉織品|棉织品|min4 zik1 ban2
11063|棉胎|棉胎|min4 toi1
11064|棉衲|棉衲|min4 naap6
11065|棉褸|棉褛|min4 lau1
11066|棉豆|棉豆|min4 dau2
11067|棋士|棋士|kei4 si6
11068|棋屎|棋屎|kei4 si2
11069|棋差一着|棋差一着|kei4 caa1 jat1 zoek6
11070|棋迷|棋迷|kei4 mai4
11071|棍|棍|gwan3
11072|棍波|棍波|gwan3 bo1
11073|棍騙|棍骗|gwan3 pin3
11074|棒打鴛鴦|棒打鸳鸯|paang5 daa2 jyun1 joeng1
11075|棖雞|枨鸡|caang4 gai1
11076|棖雞婆|枨鸡婆|caam4 gai1 po4
11077|棗紅|枣红|zou2 hung4
11078|棗紅色|枣红色|zou2 hung4 sik1
11079|棘手|棘手|gik1 sau2
11080|棚|棚|paang4
11081|棚寮|棚寮|paang4 liu4
11082|棚尾拉箱|棚尾拉箱|paang4 mei5 laai1 soeng1
11083|棟|栋|dung3
11084|棟宇|栋宇|dung6 jyu5
11085|棟樑|栋梁|dung6 loeng4
11086|棟篤笑|栋笃笑|dung6 duk1 siu3
11087|棠棣|棠棣|tong4 dai6
11088|棡|㭎|gong1
11089|森巴舞|森巴舞|sam1 baa1 mou5
11090|棯仔|棯仔|nim1 zai2
11091|棹忌|棹忌|zaau6 gei6
11092|棺材本|棺材本|gun1 coi4 bun2
11093|棺材舖|棺材铺|gun1 coi4 pou2
11094|椅墊|椅垫|ji2 zin3
11095|椅手|椅手|ji2 sau2
11096|椅披|椅披|ji2 pei1
11097|椅籠|椅笼|ji2 lung4
11098|椅腳|椅脚|ji2 goek3
11099|植|植|zik6
11100|植保|植保|zik6 bou2
11101|植字|植字|zik6 zi6
11102|植皮|植皮|zik6 pei4
11103|椒鹽|椒盐|ziu1 jim4
11104|椒鹽鮮魷|椒盐鲜鱿|ziu1 jim4 sin1 jau4
11105|椰|椰|je4
11106|椰子殼|椰子壳|je4 zi2 hok3
11107|椰子肉|椰子肉|je4 zi2 juk6
11108|椰撻|椰挞|je4 taat3
11109|椰棗|椰枣|je4 zou2
11110|椰樹|椰树|je4 syu6
11111|椰水|椰水|je4 seoi2
11112|椰汁|椰汁|je4 zap1
11113|椰汁糕|椰汁糕|je4 zap1 gou1
11114|椰肉|椰肉|je4 juk6
11115|椰菜花|椰菜花|je4 coi3 faa1
11116|椰衣|椰衣|je4 ji1
11117|椰青|椰青|je4 ceng1
11118|椿萱|椿萱|ceon1 hyun1
11119|楊千嬅|杨千嬅|joeng4 cin1 waa4
11120|楊天命|杨天命|joeng4 tin1 ming6
11121|楊怡|杨怡|joeng4 ji4
11122|楊恭如|杨恭如|joeng4 gung1 jyu4
11123|楊枝甘露|杨枝甘露|joeng4 zi1 gam1 lou6
11124|楚楚可憐|楚楚可怜|co2 co2 ho2 lin4
11125|業主|业主|jip6 zyu2
11126|業務水平|业务水平|jip6 mou6 seoi2 ping4
11127|業餘愛好|业余爱好|jip6 jyu4 oi3 hou3
11128|極|极|gik6
11129|極之|极之|gik6 zi1
11130|極力子|极力子|gik6 lik6 zi2
11131|極地|极地|gik6 dei6
11132|極目|极目|gik6 muk6
11133|極端|极端|gik6 dyun1
11134|楷|楷|kaai2
11135|概略|概略|koi3 loek6
11136|概要|概要|koi3 jiu3
11137|概貌|概貌|koi3 maau6
11138|榆錢|榆钱|jyu4 cin4
11139|榕樹灣|榕树湾|jung4 syu6 waan1
11140|榕樹鬚|榕树须|jung4 syu6 sou1
11141|榜上有名|榜上有名|bong2 soeng6 jau5 ming4
11142|榜樣|榜样|bong2 joeng6
11143|榮譽獎章|荣誉奖章|wing4 jyu6 zoeng2 zoeng1
11144|榮銜|荣衔|wing4 haam4
11145|槁木|槁木|gou2 muk6
11146|槍林彈雨|枪林弹雨|coeng1 lam4 daan6 jyu5
11147|槍靶|枪靶|coeng1 baa2
11148|槍頭|枪头|coeng1 tau4
11149|槐枝|槐枝|waai4 zi1
11150|槐花|槐花|waai4 faa1
11151|槓上開花|杠上开花|gong3 soeng5 hoi1 faa1
11152|槓架|杠架|gong3 gaa2
11153|樂|乐|lok6
11154|樂富|乐富|lok6 fu3
11155|樂得|乐得|lok6 dak1
11156|樂曲|乐曲|ngok6 kuk1
11157|樂而不淫|乐而不淫|lok6 ji4 bat1 jam4
11158|樂而忘返|乐而忘返|lok6 ji4 mong4 faan2
11159|樂聲|乐声|lok6 sing1
11160|樂與怒|乐与怒|lok6 jyu5 nou6
11161|樂觀|乐观|lok6 gun1
11162|樂趣|乐趣|lok6 ceoi3
11163|樊籬|樊篱|faan4 lei4
11164|樑上君子|梁上君子|loeng4 soeng5 gwan1 zi2
11165|樓上|楼上|lau4 soeng6
11166|樓下|楼下|lau4 haa6
11167|樓契|楼契|lau4 kai3
11168|樓底|楼底|lau4 dai2
11169|樓花|楼花|lau4 faa1
11170|樓蟹|楼蟹|lau4 haai5
11171|樓面|楼面|lau4 min6
11172|樓齡|楼龄|lau4 ling4
11173|標|标|biu1
11174|標升|标升|biu1 sing1
11175|標參|标参|biu1 caam1
11176|標奇立異|标奇立异|biu1 kei4 laap6 ji6
11177|標新立異|标新立异|biu1 san1 laap6 ji6
11178|標會|标会|biu1 wui2
11179|標松柴|标松柴|biu1 cung4 caai4
11180|標汗|标汗|biu1 hon6
11181|標簽|标签|biu1 cim1
11182|標記|标记|biu1 gei3
11183|標貼|标贴|biu1 tip3
11184|標青|标青|biu1 ceng1
11185|模樣|模样|mou4 joeng6
11186|模版|模版|mou4 baan2
11187|模範|模范|mou4 faan6
11188|樣子|样子|joeng6 zi2
11189|樣樣事|样样事|joeng6 joeng6 si6
11190|樣衰|样衰|joeng6 seoi1
11191|樸素|朴素|pok3 sou3
11192|樹仔頭|树仔头|syu6 zai2 tau4
11193|樹墩|树墩|syu6 dan2
11194|樹大有枯枝|树大有枯枝|syu6 daai6 jau5 fu1 zi1
11195|樹大有枯枝，族大有乞兒|树大有枯枝，族大有乞儿|syu6 daai6 jau5 fu1 zi1 zuk6 daai6 jau5 hat1 ji1
11196|樹大根深|树大根深|syu6 daai6 gan1 sam1
11197|樹尾|树尾|syu6 mei5
11198|樹杈|树杈|syu6 caa3
11199|樹榦|树干|syu6 gon3
11200|樹熊|树熊|syu6 hung4
11201|樹頂|树顶|syu6 deng2
11202|樹頭|树头|syu6 tau4
11203|樽枳|樽枳|zeon1 zat1
11204|樽裝|樽装|zeon1 zong1
11205|樽裝水|樽装水|zeon1 zong1 seoi2
11206|樽領|樽领|zeon1 leng5
11207|樽頸|樽颈|zeon1 geng2
11208|橋凳|桥凳|kiu4 dang3
11209|橋咀洲|桥咀洲|kiu4 zeoi2 zau1
11210|橋架|桥架|kiu4 gaa3
11211|橋樑|桥梁|kiu4 loeng4
11212|橋躉|桥趸|kiu4 dan2
11213|橋頭堡|桥头堡|kiu4 tau4 bou2
11214|橙|橙|caang2
11215|橙皮紋|橙皮纹|caang2 pei4 man4
11216|橙黃色|橙黄色|caang2 wong4 sik1
11217|橛|橛|gyut6
11218|機|机|gei1
11219|機動遊戲機|机动游戏机|gei1 dung6 jau4 hei3 gei1
11220|機器|机器|gei1 hei3
11221|機器佬|机器佬|gei1 hei3 lou2
11222|機器匠|机器匠|gei1 hei3 zoeng6
11223|機器語言|机器语言|gei1 hei3 jyu5 jin4
11224|機場南站|机场南站|gei1 coeng4 naam4 zaam6
11225|機場快綫|机场快线|gei1 coeng4 faai3 sin3
11226|機場快線|机场快线|gei1 coeng4 faai3 sin3
11227|機場跑道|机场跑道|gei1 coeng4 paau2 dou6
11228|機場隧道|机场隧道|gei1 coeng4 seoi6 dou6
11229|機密|机密|gei1 mat6
11230|機帆|机帆|gei1 faan4
11231|機師|机师|gei1 si1
11232|機心|机心|gei1 sam1
11233|機會率|机会率|gei1 wui6 leot2
11234|機械|机械|gei1 haai6
11235|機械人|机械人|gei1 haai6 jan4
11236|機械製造|机械制造|gei1 haai6 zai3 zou6
11237|機構改革|机构改革|gei1 kau3 goi2 gaak3
11238|機竇|机窦|gei1 dau3
11239|機組人員|机组人员|gei1 zou2 jan4 jyun4
11240|機舖|机铺|gei1 pou3
11241|機要|机要|gei1 jiu3
11242|機鋪|机铺|gei1 pou1
11243|機鐵|机铁|gei1 tit3
11244|橡皮圈|橡皮圈|zoeng6 pei4 hyun1
11245|橡皮圖章|橡皮图章|zoeng6 pei4 tou4 zoeng1
11246|橡筋|橡筋|zoeng6 gan1
11247|橡筋箍|橡筋箍|zoeng6 gan1 ku1
11248|橫|横|waang4
11249|橫丫腸|橫丫肠|waang4 aa1 coeng4
11250|橫亘|横亘|waang4 gang2
11251|橫切面|横切面|waang4 cit3 min6
11252|橫咗|橫咗|waang1 zo2
11253|橫𠶧|横𠶧|waang4 dim6
11254|橫巷|横巷|waang4 hong2
11255|橫徵暴斂|横征暴敛|waang4 zing1 bou6 lim5
11256|橫手|橫手|waang4 sau2
11257|橫掂|橫掂|waang4 dim6
11258|橫檔|横档|waang4 dong2
11259|橫水渡|橫水渡|waang4 seoi2 dou6
11260|橫水艔|橫水艔|waang4 seoi2 dou6
11261|橫洲|橫洲|waang4 zau1
11262|橫瀝|橫沥|waang4 lik6
11263|橫琴|橫琴|waang4 kam4
11264|橫脷|横脷|zyu1 waang4 lei6
11265|橫行無忌|横行无忌|waang4 hang4 mou4 gei6
11266|橫街窄巷|横街窄巷|waang4 gaai1 zaak3 hong6
11267|橫財就手|横财就手|waang4 coi4 zau6 sau2
11268|橫門|橫门|waang4 mun4
11269|橫頭磡|横头磡|waang4 tau4 ham3
11270|橫風橫雨|横风橫雨|waang4 fung1 waang4 jyu5
11271|檀香木|檀香木|taan4 hoeng1 muk6
11272|檄文|檄文|hat6 man4
11273|檐蛇|檐蛇|jim4 se4
11274|檔位|档位|dong3 wai2
11275|檔口|档口|dong3 hau2
11276|檔攤|档摊|dong3 taan1
11277|檢察|检察|gim2 caat3
11278|檢獲|检获|gim2 wok6
11279|檢疫站|检疫站|gim2 jik6 zaam6
11280|檢舉|检举|gim2 geoi2
11281|檢舉人|检举人|gim2 geoi2 jan4
11282|檢討|检讨|gim2 tou2
11283|檢驗|检验|gim2 jim6
11284|檢點|检点|gim2 dim2
11285|檬粉|檬粉|mung1 fan2
11286|檯波|台波|toi2 bo1
11287|檳榔芋|槟榔芋|ban1 long4 wu6
11288|檳榔薯|槟榔薯|ban1 long4 syu4
11289|檸檬|柠檬|ning4 mung1
11290|檸檬雜飲|柠檬杂饮|ning4 mung1 zaap6 jam2
11291|檸水|柠水|ning4 seoi2
11292|檸茶|柠茶|ning4 caa4
11293|櫃|柜|gwai6
11294|櫃位|柜位|gwai6 wai2
11295|櫃位貓|柜位猫|gwai6 wai2 maau1
11296|櫃枱|柜枱|gwai6 toi2
11297|櫃桶|柜桶|gwai6 tung2
11298|櫃桶底穿|柜桶底穿|gwai6 tung2 dai2 cyun1
11299|櫃筒|柜筒|gwai6 tung2
11300|櫃面|柜面|gwai6 min2
11301|櫈仔|凳仔|dang3 zai2
11302|櫻桃小丸子|樱桃小丸子|jing1 tou4 siu2 jyun2 zi2
11303|櫼|櫼|cim1
11304|櫼隊|櫼队|cim1 deoi6
11305|櫼頭對腳|櫼头对脚|cim1 tau4 deoi3 goek3
11306|欄|栏|laan4
11307|欄河|栏河|laan4 ho4
11308|權力下放|权力下放|kyun4 lik6 haa6 fong3
11309|欖|榄|laam5
11310|欖球|榄球|laam5 kau4
11311|欠債還錢|欠债还钱|him3 zaai3 waan4 cin4
11312|欠奉|欠奉|him3 fung6
11313|欠運|欠运|him3 wan6
11314|次次|次次|ci3 ci3
11315|次被告|次被告|ci3 bei6 gou3
11316|欣悅|欣悦|jan1 jyut6
11317|欣澳|欣澳|jan1 ou3
11318|欣羨|欣羡|jan1 sin6
11319|欺上瞞下|欺上瞒下|hei1 soeng6 mun4 haa6
11320|欺君罔上|欺君罔上|hei1 gwan1 mong5 soeng6
11321|欽差大臣|钦差大臣|jam1 caai1 daai6 san4
11322|欽此|钦此|jam1 ci2
11323|款|款|fun2
11324|款式|款式|fun2 sik1
11325|款頭|款头|fun2 tau4
11326|歆慕|歆慕|jam1 mou6
11327|歇|歇|hit3
11328|歇暑|歇暑|hit3 syu2
11329|歇馬|歇马|hit3 maa5
11330|歌|歌|go1
11331|歌仔|歌仔|go1 zai2
11332|歌劇魅影|歌剧魅影|go1 kek6 mei6 jing2
11333|歌喉|歌喉|go1 hau4
11334|歌舞劇|歌舞剧|go1 mou5 kek6
11335|歌譜|歌谱|go1 pou2
11336|歎|叹|taan3
11337|歎世界|叹世界|taan3 sai3 gaai3
11338|歎息|叹息|taan3 sik1
11339|歎氣|叹气|taan3 hei3
11340|歎為觀止|叹为观止|taan3 wai4 gun1 zi2
11341|歐化|欧化|au1 faa3
11342|歐姆定律|欧姆定律|au1 mou5 ding6 leot6
11343|歐洲太空總署|欧洲太空总署|au1 zau1 taai3 hung1 zung2 cyu5
11344|歐洲委員會|欧洲委员会|au1 zau1 wai2 jyun4 wui2
11345|歐洲核子研究組織|欧洲核子研究组织|au1 zau1 hat6 zi2 jin4 gau3 zou2 zik1
11346|歐洲核研究組織|欧洲核研究组织|au1 zau1 wat6 jin4 gau3 zou2 zik1
11347|歐羅|欧罗|au1 lo4
11348|歐聯|欧联|au1 lyun4
11349|歐陽震華|欧阳震华|au1 joeng4 zan3 waa4
11350|歔欷|歔欷|heoi1 hei1
11351|歡聲雷動|欢声雷动|fun1 sing1 leoi4 dung6
11352|歡迎會|欢迎会|fun1 jing4 wui2
11353|歡迎詞|欢迎词|fun1 jing4 ci4
11354|止息|止息|zi2 sik1
11355|止血帶|止血带|zi2 hyut3 daai2
11356|正|正|zing3
11357|正一|正一|zing3 jat1
11358|正三角形|正三角形|zing3 saam1 gok3 jing4
11359|正中|正中|zing3 zung1
11360|正中間|正中间|zing3 zung1 gaan1
11361|正反面|正反面|zing3 faan2 min6
11362|正告|正告|zing3 gou3
11363|正啱|正啱|zing3 ngaam1
11364|正嘢|正嘢|zeng3 je5
11365|正多邊形|正多边形|zing3 do1 bin1 jing4
11366|正大|正大|zing3 daai6
11367|正廳|正厅|zing3 teng1
11368|正弦曲線|正弦曲线|zing3 jin4 kuk1 sin3
11369|正弦規|正弦规|zing3 jin4 kwai1
11370|正斗|正斗|zeng3 dau2
11371|正方|正方|zing3 fong1
11372|正月初三|正月初三|zing3 jyut6 co1 saam1
11373|正月初二|正月初二|zing3 jyut6 co1 ji6
11374|正本清源|正本清源|zing3 bun2 cing1 jyun4
11375|正正是|正正是|zing3 zing3 si6
11376|正氣|正气|zing3 hei3
11377|正氣凜然|正气凛然|zing3 hei3 lam5 jin4
11378|正片|正片|zing3 pin2
11379|正牌|正牌|zing3 paai4
11380|正當|正当|zing3 dong3
11381|正視|正视|zing3 si6
11382|正統|正统|zing3 tung2
11383|正義感|正义感|zing3 ji6 gam2
11384|正能量|正能量|zing3 nang4 loeng6
11385|正行|正行|zing3 hong4
11386|正規|正规|zing3 kwai1
11387|正話|正话|zeng3 waa6
11388|正野|正野|zeng3 je5
11389|正門|正门|zing3 mun4
11390|正電荷|正电荷|zing3 din6 ho6
11391|正題|正题|zing3 tai4
11392|此日期前最佳|此日期前最佳|ci2 jat6 kei4 cin4 zeoi3 gaai1
11393|此風不可長|此风不可长|ci2 fung1 bat1 ho2 zoeng2
11394|步兵|步兵|bou6 bing1
11395|步步高昇|步步高升|bou6 bou6 gou1 sing1
11396|步級|步级|bou6 kap1
11397|步驟|步骤|bou6 zaau6
11398|武俠片|武侠片|mou5 haap6 pin2
11399|武力|武力|mou5 lik6
11400|武功高強|武功高强|mou5 gung1 gou1 koeng4
11401|武德|武德|mou5 dak1
11402|武裝警察|武装警察|mou5 zong1 ging2 caat3
11403|武裝鬥爭|武装斗争|mou5 zong1 dau3 zang1
11404|武館|武馆|mou5 gun2
11405|歪哩歪斜|歪哩歪斜|me2 li1 me2 ce3
11406|歪曲|歪曲|waai1 kuk1
11407|歪曲事實|歪曲事实|waai1 kuk1 si6 sat6
11408|歪烏連|歪乌连|waai1 wu1 lin4
11409|歪身歪勢|歪身歪势|waai1 san1 waai1 sai3
11410|歪零歪秤|歪零歪秤|me2 ling4 me2 cing3
11411|歲晚|岁晚|seoi3 maan5
11412|歷久不衰|历久不衰|lik6 gau2 bat1 seoi1
11413|歷來|历来|lik6 loi4
11414|歷程|历程|lik6 cing4
11415|歸一|归一|gwai1 jat1
11416|歸位|归位|gwai6 wai2
11417|歸來|归来|gwai1 loi4
11418|歸功於|归功于|gwai1 gung1 jyu1
11419|歸去|归去|gwai1 heoi3
11420|歸咎於|归咎于|gwai1 gau3 jyu1
11421|歸家|归家|gwai1 gaa1
11422|歸期|归期|gwai1 kei4
11423|歸根究底|归根究底|gwai1 gan1 gau3 dai2
11424|歸納|归纳|gwai1 naap6
11425|死不足惜|死不足惜|sei2 bat1 zuk1 sik1
11426|死了|死了|sei2 liu5
11427|死亡證書|死亡证书|sei2 mong4 zing3 syu1
11428|死亡遊戲|死亡游戏|sei2 mong4 jau4 hei3
11429|死人|死人|sei2 jan4
11430|死人兼冧屋|死人兼冧屋|sei2 jan4 gim1 lam1 lau4
11431|死人冧樓|死人冧楼|sei2 jan4 lam1 lau2
11432|死人尋舊路|死人寻旧路|sei2 jan4 cam4 gau6 lou6
11433|死人燈籠|死人灯笼|sei2 jan4 dang1 lung4
11434|死人頭|死人头|sei2 jan4 tau4
11435|死仆街|死仆街|sei2 puk1 gaai1
11436|死仔|死仔|sei2 zai2
11437|死仔乾|死仔干|sei2 zai2 gon1
11438|死仔包|死仔包|sei2 zai2 baau1
11439|死估估|死估估|sei2 gu4 gu4
11440|死佬|死佬|sei2 lou2
11441|死做爛做|死做烂做|sei2 zou6 laan6 zou6
11442|死光|死光|sei2 gwong1
11443|死光槍|死光枪|sei2 gwong1 coeng1
11444|死八婆|死八婆|sei2 baat3 po4
11445|死冤|死冤|sei2 jyun1
11446|死剩把口|死剩把口|sei2 zing6 baa2 hau2
11447|死口咬實|死口咬实|sei2 hau2 ngaau5 sat6
11448|死咁|死咁|sei2 gam3
11449|死咕咕|死咕咕|sei2 gu1 gu1
11450|死咗條心|死咗条心|sei2 zo2 tiu4 sam1
11451|死唔去|死唔去|sei2 m4 heoi3
11452|死唔斷氣|死唔断气|sei2 m4 tyun5 hei3
11453|死唔眼閉|死唔眼闭|sei2 m4 ngaan5 bai3
11454|死啦|死啦|sei2 laa1
11455|死女包|死女包|sei2 neoi2 baau1
11456|死妹釘|死妹钉|sei2 mui1 deng1
11457|死實|死实|sei2 sat6
11458|死屍|死尸|sei2 si1
11459|死得其所|死得其所|sei2 dak1 kei4 so2
11460|死得眼閉|死得眼闭|sei2 dak1 ngaan5 bai3
11461|死心不息|死心不息|sei2 sam1 bat1 sik1
11462|死性不改|死性不改|sei2 sing3 bat1 goi2
11463|死慳死抵|死悭死抵|sei2 haan1 sei2 dai2
11464|死撐|死撑|sei2 caang1
11465|死擂|死擂|sei2 leoi4
11466|死於|死于|sei2 jyu1
11467|死有餘辜|死有余辜|sei2 jau5 jyu4 gu1
11468|死橋|死桥|si2 kiu4
11469|死死下|死死下|sei2 sei2 haa6
11470|死死吓|死死吓|sei2 sei2 haa2
11471|死死地氣|死死地气|sei2 sei2 dei6 hei3
11472|死死氣|死死气|sei2 sei2 hei3
11473|死氣喉|死气喉|sei2 hei3 hau4
11474|死火|死火|sei2 fo2
11475|死火山|死火山|sei2 fo2 saan1
11476|死灰|死灰|sei2 fui1
11477|死牛一便頸|死牛一便颈|sei2 ngau4 jat1 bin6 geng2
11478|死牛一邊頸|死牛一边颈|sei2 ngau4 jat1 bin1 geng2
11479|死物|死物|sei2 mat6
11480|死狗|死狗|sei2 gau2
11481|死畀你睇|死畀你睇|sei2 bei2 nei5 tai2
11482|死皮|死皮|sei2 pei4
11483|死直|死直|sei2 zik6
11484|死硬|死硬|sei2 ngaang6
11485|死硬派|死硬派|sei2 ngaang6 paai3
11486|死絕種|死绝种|sei2 zyut6 zung2
11487|死老鬼|死老鬼|sei2 lou5 gwai2
11488|死者|死者|sei2 ze2
11489|死肥婆|死肥婆|sei2 fei4 po4
11490|死腦筋|死脑筋|sei2 nou5 gan1
11491|死蛇爛蟮|死蛇烂蟮|sei2 se4 laan6 sin5
11492|死蛇爛鱔|死蛇烂鳝|sei2 se4 laan6 sin5
11493|死蠢|死蠢|sei2 ceon2
11494|死角|死角|sei2 gok3
11495|死貓彈|死猫弹|sei2 maau1 daan6
11496|死跟|死跟|sei2 gan1
11497|死路一條|死路一条|sei2 lou6 jat1 tiu4
11498|死過翻生|死过翻生|sei2 gwo3 faan1 sang1
